Project,Task,Changed files,TestI,TextI 
https://github.com/sharetribe/sharetribe,2111,"[app/controllers/application_controller.rb, app/assets/javascripts/image_uploader.js, app/assets/stylesheets/views/_listings.css.scss, app/views/listings/form/_images.haml, config/locales/en.yml, config/locales/fi.yml, app/controllers/listing_images_controller.rb, features/listings/user_creates_a_new_listing.feature, features/step_definitions/general_steps.rb, app/assets/javascripts/application.js, app/assets/stylesheets/application.scss, app/controllers/listings_controller.rb, app/models/listing.rb, app/models/listing_image.rb, app/views/listing_images/destroy.js.erb, app/views/listings/edit.haml, app/views/listings/form/_form_content.haml, config/routes.rb, db/migrate/20140319182117_add_author_id_to_listing_image.rb, db/structure.sql, vendor/assets/javascripts/jquery.fileupload.js, vendor/assets/javascripts/jquery.ui.widget.js, vendor/assets/stylesheets/jquery.fileupload.css]","[app/controllers/dashboard_controller.rb, app/controllers/homepage_controller.rb, app/models/contact_request.rb, app/models/person.rb, app/views/dashboard/_contact_request_form.haml, app/views/dashboard/index.haml, app/views/homepage/_custom_filters.haml, app/views/homepage/_filters.haml, app/views/homepage/_grid_item.haml, app/views/homepage/_list_item.haml, app/views/homepage/_map.haml, app/views/homepage/_price_filter.haml, app/views/homepage/_search_bar.haml, app/views/homepage/index.haml, app/views/layouts/_grid_item_listing_image.haml]","[config/locales/en.yml, features/listings/user_creates_a_new_listing.feature]"
https://github.com/sharetribe/sharetribe,2119,"[app/views/admin/communities/integrations.haml, config/locales/en.yml, config/locales/fi.yml, features/step_definitions/admin_integrates_services_steps.rb, app/controllers/admin/communities_controller.rb, app/helpers/application_helper.rb, config/routes.rb, features/support/paths.rb, features/admin/integrations/admin_adds_twitter_integration.feature]","[app/controllers/dashboard_controller.rb, app/models/community.rb, app/models/community_membership.rb, app/models/contact_request.rb, app/models/email.rb, app/models/person.rb, app/views/dashboard/_contact_request_form.haml, app/views/dashboard/index.haml]","[app/views/admin/communities/manage_members.haml, features/admin/manage_members/admin_lists_members.feature, features/step_definitions/admin_manage_members_steps.rb]"
https://github.com/sharetribe/sharetribe,2139,"[app/assets/javascripts/kassi.js, app/views/admin/custom_fields/edit_price.haml, app/controllers/admin/custom_fields_controller.rb, app/views/admin/custom_fields/index.haml, config/locales/en.yml, config/locales/fi.yml, config/routes.rb, features/listings/search.feature, features/step_definitions/community_steps.rb, features/step_definitions/listing_steps.rb, app/controllers/homepage_controller.rb, app/indices/listing_index.rb, app/models/listing.rb, app/views/homepage/_custom_filters.haml, app/views/homepage/_filters.haml, app/views/homepage/_price_filter.haml, app/views/homepage/index.haml, db/migrate/20140306083247_add_price_filter_to_community.rb, db/schema.rb]","[app/controllers/homepage_controller.rb, app/models/category.rb, app/models/community.rb, app/models/custom_field.rb, app/models/custom_field_name.rb, app/models/listing.rb, app/models/person.rb, app/models/transaction_type.rb, app/views/homepage/_custom_filters.haml, app/views/homepage/_filters.haml, app/views/homepage/_grid_item.haml, app/views/homepage/_list_item.haml, app/views/homepage/_map.haml, app/views/homepage/_price_filter.haml, app/views/homepage/_search_bar.haml, app/views/homepage/index.haml, app/views/layouts/_grid_item_listing_image.haml, lib/np_guid/uuidtools.rb]","[config/locales/en.yml, config/locales/fi.yml, db/schema.rb]"
https://github.com/sharetribe/sharetribe,2144,"[features/communities/user_joins_another_community.feature, app/helpers/application_helper.rb, config/locales/ca.yml, config/locales/cs.yml, config/locales/de-bl.yml, config/locales/de-rc.yml, config/locales/de.yml, config/locales/el.yml, config/locales/en-at.yml, config/locales/en-bd.yml, config/locales/en-bf.yml, config/locales/en-bl.yml, config/locales/en-cf.yml, config/locales/en-qr.yml, config/locales/en-rc.yml, config/locales/en-sb.yml, config/locales/en-ul.yml, config/locales/en-un.yml, config/locales/en-vg.yml, config/locales/es-ES.yml, config/locales/es-rc.yml, config/locales/es.yml, config/locales/fi.yml, config/locales/fr-at.yml, config/locales/fr-bd.yml, config/locales/fr-rc.yml, config/locales/fr.yml, config/locales/hr.yml, config/locales/hu.yml, config/locales/it.yml, config/locales/lv.yml, config/locales/nl.yml, config/locales/pt-BR.yml, config/locales/ro.yml, config/locales/ru.yml, config/locales/sv.yml, config/locales/sw.yml, config/locales/vi.yml, config/locales/zh.yml]","[app/controllers/dashboard_controller.rb, app/controllers/homepage_controller.rb, app/models/community.rb, app/models/community_membership.rb, app/models/contact_request.rb, app/models/email.rb, app/models/invitation.rb, app/models/person.rb, app/views/dashboard/_contact_request_form.haml, app/views/dashboard/index.haml, app/views/homepage/_custom_filters.haml, app/views/homepage/_grid_item.haml, app/views/homepage/_list_item.haml, app/views/homepage/_map.haml, app/views/homepage/_search_bar.haml, app/views/homepage/index.haml, app/views/layouts/_grid_item_listing_image.haml, lib/np_guid/uuidtools.rb]",[features/invitations/user_joins_invite_only_community.feature]
https://github.com/sharetribe/sharetribe,2146,"[app/assets/javascripts/application.js, app/assets/javascripts/range_filter.js, app/assets/stylesheets/partials/_jquery.nouislider.customizations.css.scss, app/assets/stylesheets/partials/_utils.css.scss, app/controllers/homepage_controller.rb, app/indices/custom_field_value_index.rb, app/indices/listing_index.rb, app/models/community.rb, app/models/custom_field_value.rb, app/models/custom_field_values/numeric_field_value.rb, app/models/custom_fields/numeric_field.rb, app/models/listing.rb, app/services/timing_service.rb, app/views/admin/custom_fields/_listed_custom_field.haml, app/views/admin/custom_fields/edit.haml, app/views/admin/custom_fields/form/_field_min_max.haml, app/views/admin/custom_fields/new.haml, app/views/design/design.haml, app/views/homepage/_custom_filters.haml, app/views/homepage/index.haml, app/views/listings/custom_field_partials/_numeric.haml, app/views/listings/form/custom_field_partials/_numeric.haml, app/views/listings/show.haml, config/locales/en.yml, config/locales/fi.yml, db/migrate/20140303131213_add_delta_to_custom_field_value.rb, db/migrate/20140304135448_add_allow_decimals_to_custom_fields.rb, db/schema.rb, features/listings/search.feature, features/step_definitions/admin_custom_field_steps.rb, features/step_definitions/admin_manage_members_steps.rb, features/step_definitions/listing_steps.rb, features/step_definitions/search_steps.rb, spec/factories.rb, spec/models/numeric_field_spec.rb, spec/models/numeric_field_value_spec.rb, test/helper_modules.rb]","[app/controllers/homepage_controller.rb, app/models/category.rb, app/models/community.rb, app/models/custom_field.rb, app/models/custom_field_name.rb, app/models/listing.rb, app/models/person.rb, app/models/transaction_type.rb, app/views/homepage/_custom_filters.haml, app/views/homepage/_grid_item.haml, app/views/homepage/_list_item.haml, app/views/homepage/_map.haml, app/views/homepage/_search_bar.haml, app/views/homepage/index.haml, app/views/layouts/_grid_item_listing_image.haml, lib/np_guid/uuidtools.rb]","[config/locales/en.yml, config/locales/fi.yml]"
https://github.com/sharetribe/sharetribe,2154,"[app/controllers/admin/communities_controller.rb, app/views/admin/communities/manage_members.haml, config/locales/en.yml, config/locales/fi.yml, features/admin/manage_members/admin_lists_members.feature, features/step_definitions/admin_manage_members_steps.rb, app/controllers/community_memberships_controller.rb, app/models/person.rb]","[app/controllers/conversations_controller.rb, app/controllers/dashboard_controller.rb, app/controllers/terms_controller.rb, app/models/community.rb, app/models/community_membership.rb, app/models/contact_request.rb, app/models/email.rb, app/models/person.rb, app/models/poll.rb, app/views/dashboard/_contact_request_form.haml, app/views/dashboard/index.haml]","[app/views/admin/communities/manage_members.haml, features/admin/manage_members/admin_lists_members.feature, features/step_definitions/admin_manage_members_steps.rb]"
https://github.com/sharetribe/sharetribe,2157,"[config/locales/ca.yml, config/locales/cs.yml, config/locales/de-bl.yml, config/locales/de-rc.yml, config/locales/de.yml, config/locales/devise.es.yml, config/locales/el.yml, config/locales/en-at.yml, config/locales/en-bd.yml, config/locales/en-bf.yml, config/locales/en-bl.yml, config/locales/en-cf.yml, config/locales/en-qr.yml, config/locales/en-rc.yml, config/locales/en-sb.yml, config/locales/en-ul.yml, config/locales/en-un.yml, config/locales/en-vg.yml, config/locales/es-ES.yml, config/locales/es-rc.yml, config/locales/es.yml, config/locales/fi.yml, config/locales/fr-at.yml, config/locales/fr-bd.yml, config/locales/fr-rc.yml, config/locales/fr.yml, config/locales/hr.yml, config/locales/hu.yml, config/locales/it.yml, config/locales/lv.yml, config/locales/nl.yml, config/locales/pt-BR.yml, config/locales/ro.yml, config/locales/ru.yml, config/locales/sv.yml, config/locales/sw.yml, config/locales/vi.yml, config/locales/zh.yml, app/assets/javascripts/admin/manage_members.js, app/controllers/admin/communities_controller.rb, app/views/admin/communities/manage_members.haml, config/locales/en.yml, config/routes.rb, features/admin/manage_members/admin_lists_members.feature, features/step_definitions/admin_manage_members_steps.rb]","[app/controllers/dashboard_controller.rb, app/models/community.rb, app/models/community_membership.rb, app/models/contact_request.rb, app/models/email.rb, app/models/person.rb, app/views/dashboard/_contact_request_form.haml, app/views/dashboard/index.haml]","[app/assets/javascripts/admin/manage_members.js, app/controllers/admin/communities_controller.rb, app/views/admin/communities/manage_members.haml, config/routes.rb, features/admin/manage_members/admin_lists_members.feature, features/step_definitions/admin_manage_members_steps.rb]"
https://github.com/sharetribe/sharetribe,2166,"[app/views/feedbacks/new.haml, features/communities/user_is_banned_from_community.feature, features/step_definitions/admin_manage_members_steps.rb, features/support/paths.rb]","[app/controllers/dashboard_controller.rb, app/controllers/homepage_controller.rb, app/models/community.rb, app/models/community_membership.rb, app/models/contact_request.rb, app/models/email.rb, app/models/person.rb, app/views/dashboard/_contact_request_form.haml, app/views/dashboard/index.haml, app/views/homepage/_custom_filters.haml, app/views/homepage/_grid_item.haml, app/views/homepage/_list_item.haml, app/views/homepage/_map.haml, app/views/homepage/_search_bar.haml, app/views/homepage/index.haml, app/views/layouts/_grid_item_listing_image.haml]","[features/admin/admin_edits_community_details.feature, features/homepage/user_views_homepage.feature, features/listings/user_creates_a_new_listing.feature, features/people/user_views_profile_page.feature, features/step_definitions/community_steps.rb]"
https://github.com/sharetribe/sharetribe,2172,"[app/controllers/admin/communities_controller.rb, app/views/admin/communities/manage_members.haml, features/communities/user_is_banned_from_community.feature, features/step_definitions/admin_manage_members_steps.rb]","[app/controllers/dashboard_controller.rb, app/models/community.rb, app/models/community_membership.rb, app/models/contact_request.rb, app/models/email.rb, app/models/person.rb, app/views/dashboard/_contact_request_form.haml, app/views/dashboard/index.haml]",[features/people/user_views_profile_page.feature]
https://github.com/sharetribe/sharetribe,2173,"[Guardfile, app/assets/javascripts/admin/categories.js, app/assets/javascripts/admin/custom_fields.js, app/assets/javascripts/admin/manage_members.js, app/assets/javascripts/application.js, app/assets/stylesheets/application.scss, app/assets/stylesheets/partials/_pagination.css.scss, app/assets/stylesheets/partials/_table.css.scss, app/controllers/admin/communities_controller.rb, app/controllers/listings_controller.rb, app/helpers/application_helper.rb, app/models/community_customization.rb, app/models/person.rb, app/views/admin/communities/edit_details.haml, app/views/admin/communities/manage_members.haml, app/views/design/design.haml, app/views/listings/verification_required.haml, config/locales/en.yml, config/locales/fi.yml, config/routes.rb, db/migrate/20140228164206_add_require_verification_to_post_listings_to_communities.rb, db/migrate/20140228164428_add_can_post_listings_to_community_memberships.rb, db/migrate/20140228165024_add_verification_to_post_listings_info_content_to_community_customizations.rb, db/schema.rb, features/admin/admin_edits_community_details.feature, features/admin/manage_members/admin_lists_members.feature, features/step_definitions/admin_manage_members_steps.rb, features/step_definitions/community_steps.rb, features/step_definitions/user_steps.rb, features/support/paths.rb, spec/factories.rb]","[app/controllers/dashboard_controller.rb, app/controllers/homepage_controller.rb, app/models/community.rb, app/models/community_membership.rb, app/models/contact_request.rb, app/models/email.rb, app/models/person.rb, app/views/dashboard/_contact_request_form.haml, app/views/dashboard/index.haml, app/views/homepage/_custom_filters.haml, app/views/homepage/_grid_item.haml, app/views/homepage/_list_item.haml, app/views/homepage/_map.haml, app/views/homepage/_search_bar.haml, app/views/homepage/index.haml, app/views/layouts/_grid_item_listing_image.haml, lib/np_guid/uuidtools.rb]","[features/admin/admin_edits_community_details.feature, features/step_definitions/community_steps.rb]"
https://github.com/sharetribe/sharetribe,2190,"[app/views/admin/communities/manage_members.haml, features/admin/manage_members/admin_lists_members.feature, features/step_definitions/admin_manage_members_steps.rb, features/step_definitions/user_steps.rb]","[app/controllers/dashboard_controller.rb, app/models/community.rb, app/models/community_membership.rb, app/models/contact_request.rb, app/models/email.rb, app/models/person.rb, app/views/dashboard/_contact_request_form.haml, app/views/dashboard/index.haml]",[app/helpers/application_helper.rb]
https://github.com/sharetribe/sharetribe,2195,"[app/controllers/admin/categories_controller.rb, app/controllers/confirmations_controller.rb, app/helpers/application_helper.rb, app/models/category_translation.rb, app/models/transaction_type.rb, db/migrate/20140225143012_add_category_change_allowed_to_communities.rb, db/schema.rb, features/admin/categories/admin_adds_category.feature, features/admin/categories/admin_edits_category.feature, features/admin/categories/admin_removes_category.feature, features/admin/categories/admin_views_categories.feature, features/step_definitions/admin_category_steps.rb]","[app/controllers/dashboard_controller.rb, app/models/community.rb, app/models/community_membership.rb, app/models/contact_request.rb, app/models/person.rb, app/models/translation_cache.rb, app/views/dashboard/_contact_request_form.haml, app/views/dashboard/index.haml]","[features/step_definitions/admin_category_steps.rb, features/step_definitions/community_steps.rb]"
https://github.com/sharetribe/sharetribe,2243,"[app/views/admin/categories/form/_category_transaction_types.haml, features/admin/categories/admin_edits_category.feature, features/step_definitions/admin_category_steps.rb, features/step_definitions/community_steps.rb]","[app/controllers/dashboard_controller.rb, app/models/category.rb, app/models/classification.rb, app/models/community.rb, app/models/community_membership.rb, app/models/contact_request.rb, app/models/person.rb, app/models/transaction_type.rb, app/views/dashboard/_contact_request_form.haml, app/views/dashboard/index.haml, lib/np_guid/uuidtools.rb]","[app/views/admin/categories/remove.haml, features/admin/categories/admin_edits_category.feature, features/step_definitions/admin_category_steps.rb, features/step_definitions/community_steps.rb]"
https://github.com/sharetribe/sharetribe,2250,"[features/step_definitions/admin_custom_field_steps.rb, features/step_definitions/web_steps.rb, app/models/sortable_by_priority.rb, app/views/admin/custom_fields/form/_field_categories.haml, features/admin/custom_fields/admin_adds_custom_field.feature, features/admin/custom_fields/admin_edits_custom_field.feature, features/step_definitions/debug_steps.rb, app/views/admin/categories/remove.haml, features/admin/categories/admin_removes_category.feature, features/step_definitions/admin_category_steps.rb, app/views/layouts/application.haml, features/admin/categories/admin_edits_category.feature, features/step_definitions/general_steps.rb, features/admin/categories/admin_adds_category.feature, features/support/env.rb, features/admin/admin_edits_community_details.feature, features/homepage/user_views_homepage.feature, features/listings/user_creates_a_new_listing.feature, features/people/user_views_profile_page.feature, features/ridesharing/driver_browses_requested_ridesharing_routes.feature, features/ridesharing/mathcing_ride_offers_and_requests.feature, features/ridesharing/user_browses_offered_rides.feature, features/ridesharing/user_offers_a_ride.feature, features/ridesharing/user_requests_a_ride.feature, features/step_definitions/community_steps.rb, features/step_definitions/testimonial_steps.rb]","[app/controllers/admin/categories_controller.rb, app/controllers/admin/custom_fields_controller.rb, app/controllers/admin/news_items_controller.rb, app/controllers/admin/polls_controller.rb, app/controllers/dashboard_controller.rb, app/controllers/emails_controller.rb, app/controllers/homepage_controller.rb, app/controllers/listing_images_controller.rb, app/controllers/mercury/images_controller.rb, app/controllers/news_items_controller.rb, app/controllers/people_controller.rb, app/controllers/sessions_controller.rb, app/models/category.rb, app/models/classification.rb, app/models/community.rb, app/models/community_membership.rb, app/models/contact_request.rb, app/models/custom_field.rb, app/models/custom_field_name.rb, app/models/custom_field_option.rb, app/models/email.rb, app/models/listing.rb, app/models/payment_gateway.rb, app/models/payment_gateways/braintree_payment_gateway.rb, app/models/person.rb, app/models/transaction_type.rb, app/views/dashboard/_contact_request_form.haml, app/views/dashboard/index.haml, app/views/homepage/_custom_filters.haml, app/views/homepage/_grid_item.haml, app/views/homepage/_list_item.haml, app/views/homepage/_map.haml, app/views/homepage/_search_bar.haml, app/views/homepage/index.haml, app/views/layouts/_grid_item_listing_image.haml, lib/np_guid/uuidtools.rb]","[app/assets/stylesheets/main.css.scss, config/locales/en.yml, db/schema.rb, features/step_definitions/community_steps.rb]"
https://github.com/sharetribe/sharetribe,2252,"[app/views/listings/show.haml, config/locales/en.yml, config/locales/fi.yml, db/migrate/20140207133412_add_show_listing_publishing_date_to_communities.rb, db/schema.rb, features/listings/user_views_a_single_listing.feature, features/step_definitions/community_steps.rb, app/assets/stylesheets/main.css.scss, features/ridesharing/user_offers_a_ride.feature, app/models/transaction_types/sell.rb, app/models/transaction_types/service.rb, app/services/community_stylesheet_compiler.rb, config/initializers/model_autoload.rb]","[app/controllers/dashboard_controller.rb, app/controllers/homepage_controller.rb, app/models/community.rb, app/models/community_membership.rb, app/models/contact_request.rb, app/models/email.rb, app/models/listing.rb, app/models/person.rb, app/views/dashboard/_contact_request_form.haml, app/views/dashboard/index.haml, app/views/homepage/_custom_filters.haml, app/views/homepage/_grid_item.haml, app/views/homepage/_list_item.haml, app/views/homepage/_map.haml, app/views/homepage/_search_bar.haml, app/views/homepage/index.haml, app/views/layouts/_grid_item_listing_image.haml]",[app/models/person.rb]
https://github.com/sharetribe/sharetribe,2258,"[app/assets/javascripts/application.js, app/assets/javascripts/categories.js, app/controllers/admin/categories_controller.rb, app/models/category.rb, app/views/admin/categories/_listed_top_level_category.haml, app/views/admin/categories/index.haml, config/routes.rb, db/migrate/20140206065052_add_sort_priority_to_category.rb, db/schema.rb, app/assets/stylesheets/views/admin/_categories.scss, app/views/admin/categories/_listed_subcategory.haml, app/views/admin/categories/_category_action_buttons.haml, app/assets/stylesheets/design.css.scss, app/views/design/design.haml, app/assets/javascripts/custom_fields.js, app/views/layouts/design.haml, app/views/dashboard/design.haml, features/admin/categories/admin_edits_category.feature, spec/factories.rb, app/models/community.rb, features/admin/categories/admin_removes_category.feature, features/step_definitions/admin_category_steps.rb, features/step_definitions/community_steps.rb, features/step_definitions/listing_steps.rb, app/models/category_custom_field.rb, app/services/admin/category_service.rb, app/views/admin/categories/remove.haml, app/views/admin/custom_fields/form/_field_categories.haml, spec/models/category_spec.rb, spec/services/admin_category_service_spec.rb, test/helper_modules.rb, Gemfile, Gemfile.lock, custom_plan.rb, features/support/env.rb, features/support/hooks.rb, spec/controllers/api/comments_controller_spec.rb, spec/controllers/api/listings_controller_spec.rb, spec/spec_helper.rb, spec/support/database_cleanup.rb, test/performance/browsing_test.rb, test/performance/show_listing_bubble_test.rb, test/test_helper.rb, app/assets/stylesheets/partials/_utils.css.scss, app/assets/stylesheets/views/admin/_custom_fields.css.scss, app/views/admin/categories/form/_category_parent.haml, config/environments/test.rb, features/admin/categories/admin_adds_category.feature, features/step_definitions/user_steps.rb, app/assets/stylesheets/main.css.scss, app/models/listing.rb, config/locales/en.yml, app/helpers/categories_helper.rb]","[app/controllers/admin/categories_controller.rb, app/controllers/admin/custom_fields_controller.rb, app/controllers/admin/news_items_controller.rb, app/controllers/admin/polls_controller.rb, app/controllers/conversations_controller.rb, app/controllers/dashboard_controller.rb, app/controllers/emails_controller.rb, app/controllers/listing_images_controller.rb, app/controllers/mercury/images_controller.rb, app/controllers/news_items_controller.rb, app/controllers/people_controller.rb, app/controllers/sessions_controller.rb, app/controllers/terms_controller.rb, app/models/category.rb, app/models/community.rb, app/models/community_membership.rb, app/models/contact_request.rb, app/models/custom_field.rb, app/models/email.rb, app/models/listing.rb, app/models/payment_gateway.rb, app/models/payment_gateways/braintree_payment_gateway.rb, app/models/person.rb, app/models/transaction_type.rb, app/views/dashboard/_contact_request_form.haml, app/views/dashboard/index.haml]",[features/step_definitions/admin_steps.rb]
https://github.com/sharetribe/sharetribe,2272,"[app/assets/stylesheets/views/admin/_categories.scss, app/controllers/admin/categories_controller.rb, app/controllers/admin/custom_fields_controller.rb, app/models/category.rb, app/models/category_translation.rb, app/views/admin/categories/form/_buttons.haml, app/views/admin/categories/form/_category_name.haml, app/views/admin/categories/new.haml, app/views/admin/custom_fields/form/_field_name.haml, features/admin/admin_adds_category.feature, features/admin/admin_views_categories.feature, features/step_definitions/admin_category_steps.rb, features/step_definitions/admin_custom_field_steps.rb, features/step_definitions/community_steps.rb, app/models/classification.rb, app/views/admin/categories/_listed_subcategory.haml, app/views/admin/categories/_listed_top_level_category.haml, features/step_definitions/admin_steps.rb]","[app/controllers/conversations_controller.rb, app/controllers/dashboard_controller.rb, app/controllers/terms_controller.rb, app/models/category.rb, app/models/classification.rb, app/models/community.rb, app/models/community_membership.rb, app/models/contact_request.rb, app/models/custom_field.rb, app/models/custom_field_name.rb, app/models/custom_field_option.rb, app/models/payment_gateway.rb, app/models/payment_gateways/braintree_payment_gateway.rb, app/models/person.rb, app/views/dashboard/_contact_request_form.haml, app/views/dashboard/index.haml, lib/np_guid/uuidtools.rb]","[app/models/custom_field.rb, features/step_definitions/admin_steps.rb]"
https://github.com/sharetribe/sharetribe,2274,"[config/locales/en.yml, config/locales/fi.yml, config/locales/ca.yml, config/locales/de-bl.yml, config/locales/de-rc.yml, config/locales/de.yml, config/locales/en-at.yml, config/locales/en-bd.yml, config/locales/en-bf.yml, config/locales/en-bl.yml, config/locales/en-cf.yml, config/locales/en-qr.yml, config/locales/en-rc.yml, config/locales/en-sb.yml, config/locales/en-ul.yml, config/locales/en-un.yml, config/locales/en-vg.yml, config/locales/es-rc.yml, config/locales/fr-at.yml, config/locales/fr-bd.yml, config/locales/fr-rc.yml, config/locales/hr.yml, config/locales/hu.yml, config/locales/it.yml, config/locales/lv.yml, config/locales/pt-BR.yml, config/locales/ro.yml, config/locales/sv.yml, config/locales/sw.yml, config/locales/vi.yml, config/locales/zh.yml, app/views/admin/communities/edit_details.haml, app/controllers/admin/communities_controller.rb, app/assets/stylesheets/main.css.scss, app/controllers/people_controller.rb, app/models/community_customization.rb, app/views/homepage/index.haml, app/views/listings/form/_privacy.haml, db/migrate/20140124141214_add_private_community_homepage_content_to_community_customizations.rb, db/schema.rb, features/admin/admin_edits_community_details.feature, features/homepage/user_views_homepage.feature, features/listings/user_creates_a_new_listing.feature, features/people/user_views_profile_page.feature, features/step_definitions/community_steps.rb]","[app/controllers/dashboard_controller.rb, app/controllers/homepage_controller.rb, app/controllers/sessions_controller.rb, app/models/community.rb, app/models/community_membership.rb, app/models/contact_request.rb, app/models/email.rb, app/models/listing.rb, app/models/person.rb, app/views/dashboard/_contact_request_form.haml, app/views/dashboard/index.haml, app/views/homepage/_custom_filters.haml, app/views/homepage/_grid_item.haml, app/views/homepage/_list_item.haml, app/views/homepage/_map.haml, app/views/homepage/_search_bar.haml, app/views/homepage/index.haml, app/views/layouts/_grid_item_listing_image.haml, app/views/sessions/new.haml]","[config/locales/fi.yml, features/people/user_views_profile_page.feature]"
https://github.com/sharetribe/sharetribe,2280,"[app/controllers/admin/custom_fields_controller.rb, app/models/custom_field_value.rb, features/admin/admin_removes_custom_field.feature, features/step_definitions/listing_steps.rb]","[app/controllers/conversations_controller.rb, app/controllers/dashboard_controller.rb, app/controllers/terms_controller.rb, app/models/category.rb, app/models/community.rb, app/models/community_membership.rb, app/models/contact_request.rb, app/models/custom_field.rb, app/models/custom_field_name.rb, app/models/custom_field_option_title.rb, app/models/person.rb, app/views/dashboard/_contact_request_form.haml, app/views/dashboard/index.haml]",[features/step_definitions/admin_steps.rb]
https://github.com/sharetribe/sharetribe,2288,"[app/assets/javascripts/kassi.js, app/assets/stylesheets/views/admin/_custom_fields.css.scss, app/controllers/admin/custom_fields_controller.rb, app/controllers/listings_controller.rb, app/helpers/custom_fields_helper.rb, app/models/community.rb, app/models/custom_field.rb, app/models/custom_field_value.rb, app/models/custom_fields/text_field.rb, app/views/admin/custom_fields/_listed_custom_field.haml, app/views/admin/custom_fields/edit.haml, app/views/admin/custom_fields/index.haml, app/views/admin/custom_fields/new.haml, app/views/homepage/_custom_filters.haml, app/views/listings/form/_custom_fields.haml, app/views/listings/form/custom_field_partials/_text_field.haml, app/views/listings/show.haml, config/locales/en.yml, config/locales/fi.yml, features/listings/user_creates_a_new_listing.feature, features/step_definitions/admin_steps.rb, features/step_definitions/listing_steps.rb, spec/factories.rb]","[app/controllers/dashboard_controller.rb, app/controllers/homepage_controller.rb, app/models/category.rb, app/models/community.rb, app/models/contact_request.rb, app/models/custom_field.rb, app/models/custom_field_name.rb, app/models/custom_field_option_title.rb, app/models/payment_gateway.rb, app/models/payment_gateways/braintree_payment_gateway.rb, app/models/person.rb, app/views/dashboard/_contact_request_form.haml, app/views/dashboard/index.haml, app/views/homepage/_custom_filters.haml, app/views/homepage/_grid_item.haml, app/views/homepage/_list_item.haml, app/views/homepage/_map.haml, app/views/homepage/_search_bar.haml, app/views/homepage/index.haml, app/views/layouts/_grid_item_listing_image.haml, lib/np_guid/uuidtools.rb]","[app/controllers/listings_controller.rb, app/views/listings/show.haml, db/schema.rb]"
https://github.com/sharetribe/sharetribe,2299,"[app/assets/stylesheets/views/admin/_custom_fields.css.scss, app/controllers/listings_controller.rb, app/models/custom_field.rb, app/views/admin/custom_fields/edit.haml, app/views/admin/custom_fields/form/_field_categories.haml, app/views/admin/custom_fields/form/_field_required.haml, app/views/admin/custom_fields/new.haml, app/views/listings/form/custom_field_partials/_dropdown.haml, app/views/listings/show.haml, config/locales/en.yml, config/locales/fi.yml, db/migrate/20140116131654_add_required_to_custom_fields.rb, db/schema.rb, features/listings/user_creates_a_new_listing.feature, features/step_definitions/admin_steps.rb]","[app/controllers/dashboard_controller.rb, app/controllers/homepage_controller.rb, app/models/category.rb, app/models/community.rb, app/models/contact_request.rb, app/models/custom_field.rb, app/models/custom_field_name.rb, app/models/payment_gateway.rb, app/models/payment_gateways/braintree_payment_gateway.rb, app/models/person.rb, app/views/dashboard/_contact_request_form.haml, app/views/dashboard/index.haml, app/views/homepage/_custom_filters.haml, app/views/homepage/_grid_item.haml, app/views/homepage/_list_item.haml, app/views/homepage/_map.haml, app/views/homepage/_search_bar.haml, app/views/homepage/index.haml, app/views/layouts/_grid_item_listing_image.haml, lib/np_guid/uuidtools.rb]","[app/controllers/listings_controller.rb, app/models/category.rb, app/models/listing.rb, app/views/listings/edit.haml, app/views/listings/form/_form_content.haml, app/views/listings/show.haml, db/schema.rb, features/step_definitions/listing_steps.rb, spec/factories.rb, spec/spec_helper.rb]"
https://github.com/sharetribe/sharetribe,2306,"[config/locales/ca.yml, config/locales/de-bl.yml, config/locales/de-rc.yml, config/locales/de.yml, config/locales/el.yml, config/locales/en-at.yml, config/locales/en-bd.yml, config/locales/en-bf.yml, config/locales/en-bl.yml, config/locales/en-cf.yml, config/locales/en-qr.yml, config/locales/en-rc.yml, config/locales/en-sb.yml, config/locales/en-ul.yml, config/locales/en-un.yml, config/locales/en-vg.yml, config/locales/es-ES.yml, config/locales/es-rc.yml, config/locales/es.yml, config/locales/fi.yml, config/locales/fr-at.yml, config/locales/fr-bd.yml, config/locales/fr-rc.yml, config/locales/fr.yml, config/locales/hr.yml, config/locales/hu.yml, config/locales/it.yml, config/locales/lv.yml, config/locales/nl.yml, config/locales/pt-BR.yml, config/locales/ro.yml, config/locales/ru.yml, config/locales/sv.yml, config/locales/sw.yml, config/locales/vi.yml, config/locales/zh.yml, app/views/listings/form/_custom_fields.haml, app/models/custom_field_name.rb, features/listings/user_filters_listings_by_custom_fields.feature, features/step_definitions/listing_steps.rb, spec/factories.rb]","[app/controllers/homepage_controller.rb, app/models/category.rb, app/models/community.rb, app/models/custom_field.rb, app/models/custom_field_name.rb, app/models/custom_field_option_selection.rb, app/models/custom_field_option_title.rb, app/models/listing.rb, app/models/person.rb, app/views/homepage/_custom_filters.haml, app/views/homepage/_grid_item.haml, app/views/homepage/_list_item.haml, app/views/homepage/_map.haml, app/views/homepage/_search_bar.haml, app/views/homepage/index.haml, app/views/layouts/_grid_item_listing_image.haml]",[features/listings/user_creates_a_new_listing.feature]
